,Season,TeamID,Seed,OrdinalRank,PIE,FG_PCT,TURNOVER_RATE,OFF_REB_PCT,FT_RATE,4FACTOR,OFF_EFF,DEF_EFF,ASSIST_RATIO,DEF_REB_PCT,FT_PCT,WINPCT,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM_SOS,OppO_SOS,OppD_SOS,AdjEM_NCSOS,Season_ELO
217,2008,1425,6,32.0,0.6035625888079041,0.5393279169070624,0.1962834737948848,0.3057612079034817,0.38081534152749275,0.3830765780213664,109.0151801568631,99.66984640922952,14.061700947404216,0.6667594118900555,0.6859347955411526,0.65625,18.67,110.5,91.9,65.2,-0.005,11.18,109.7,98.5,0.4,1809.7888826853457
218,2008,1211,7,30.0,0.666773947036369,0.5426386156208839,0.17813637170353747,0.33991935263875184,0.40849516421518156,0.3908476843342656,115.78095880016201,96.05746887797483,15.203585958022643,0.7049548378241587,0.7219614111750923,0.78125,19.05,114.5,95.5,65.9,-0.029,2.57,104.0,101.5,7.71,1863.1831652244389
219,2008,1424,8,29.0,0.5889262122031823,0.4904923503567795,0.1406252735439477,0.29089257051692696,0.3311561158051915,0.33920519000286276,110.51348340176301,99.28778938395493,15.841485335268143,0.6824302929284976,0.7549356575766222,0.78125,13.71,110.2,96.5,63.9,0.081,3.1,104.3,101.2,-0.86,1814.032858182658
220,2008,1245,9,27.0,0.6247122061686701,0.528823442807628,0.19259900094926516,0.3603435193169339,0.4353164310942496,0.39704529588789167,111.57383521977577,98.97227590645674,15.53500312786586,0.6493238776126855,0.7216130037904789,0.8235294117647058,13.04,107.8,94.8,65.1,0.075,1.03,103.5,102.5,-0.11,1791.4242730160126
221,2008,1172,10,41.0,0.6413426435394847,0.5450809586870843,0.15275794993963887,0.3240890471210827,0.25750392596345,0.35966526927847753,118.18514972487348,96.39646913238046,17.28265983593767,0.7257281551735727,0.7338162840991422,0.8064516129032258,23.61,117.0,93.4,66.2,-0.036000000000000004,3.36,105.2,101.8,14.93,1791.7399243279503
222,2008,1243,11,44.0,0.6075174148754703,0.49869502263858906,0.17073756334934415,0.4179815485877753,0.3788685018605879,0.38258898488941495,113.94106549716363,99.99495501986263,15.019571291451644,0.6958450718952246,0.6816315775724743,0.6333333333333333,18.9,114.2,95.3,69.7,-0.049,9.09,108.0,98.9,-2.73,1777.4562433362692
223,2008,1437,12,56.0,0.5239191244586614,0.4894283443148312,0.17302646517085535,0.3673070191684559,0.3877686864989887,0.3706546608271858,110.78225052546128,105.61983887680593,14.157664455600331,0.6878161494375326,0.7141430350332655,0.625,14.21,109.2,95.0,68.1,0.037000000000000005,9.14,108.9,99.8,-2.4,1860.1834209502297
224,2008,1373,13,78.0,0.5757817040758513,0.5106301480981831,0.13583010864077968,0.3165697311735656,0.3680326528440665,0.35672843056079134,114.12523853572534,105.13060137784512,15.064988286106908,0.6280541570593942,0.6758858997168904,0.6875,7.99,108.6,100.7,67.6,0.036000000000000004,-1.41,104.1,105.5,3.69,1598.9839586994076
225,2008,1168,14,90.0,0.5532301711553957,0.5481284709490803,0.1582511105850094,0.3280524991472432,0.33746018869009786,0.37504369415884786,118.41608581941097,104.70334656873261,15.284569832333709,0.708601252874954,0.7028315612812357,0.7419354838709677,8.47,112.3,103.9,71.6,-0.01,-3.95,101.5,105.5,-3.01,1620.4747038937098
226,2008,1420,15,88.0,0.5508143501563715,0.520769457336328,0.12662839251138913,0.31968193393746874,0.34307033539127724,0.35536181815856377,119.1492011427341,110.4969865338491,16.53565672361167,0.6573548236602575,0.7151977558062148,0.7419354838709677,3.86,113.2,109.3,63.7,0.057,-4.31,100.7,105.0,2.68,1448.4699253928204
227,2008,1340,16,95.0,0.5529899160585703,0.552804742795078,0.18716180418809117,0.33452552303585054,0.3757704782116116,0.3911830245039658,114.53294485423291,105.79984250200972,16.648047822123374,0.6935540672499269,0.6585079738492656,0.7,5.4,108.6,103.2,66.3,0.062,-3.5,102.7,106.2,3.95,1593.1827298626172
228,2008,1272,1,3.0,0.69347645211421,0.53113661551619,0.14436840840062262,0.37261863945004675,0.39507398679485767,0.3823315742158697,118.14422683796688,89.75416291827901,15.764987341050714,0.7140931144242189,0.5967918738927224,0.9705882352941176,31.51,118.0,86.5,68.1,0.012,5.83,107.0,101.1,5.45,2020.8659203061704
229,2008,1400,2,5.0,0.6236793339601026,0.515321711743264,0.11896952796005832,0.35359937857443313,0.33382461520833934,0.35666463468345766,119.94262263535859,103.53678002999902,13.952288334762397,0.6645980200305063,0.6929500764717514,0.8181818181818182,25.09,120.6,95.5,63.9,0.044,10.37,108.4,98.0,0.04,1968.4617231940242
230,2008,1390,3,16.0,0.6525533279443482,0.49806705183145833,0.15803141470261578,0.38945354222406037,0.4207492314943594,0.37973776757720323,114.36130669971702,97.93569108863669,15.411230239507416,0.7164772653350483,0.7075018558058672,0.7878787878787878,22.75,113.6,90.9,63.4,0.04,9.32,109.1,99.7,-6.32,1856.1371416590534
231,2008,1338,4,26.0,0.5884008387774329,0.5136776924292075,0.15064194222922117,0.4031099397060884,0.37243836031259414,0.3796193045170952,117.5072398381875,103.75793371803779,16.304344269901208,0.6650348568589668,0.668953615793823,0.7428571428571429,19.91,116.5,96.6,63.9,0.027000000000000003,9.52,107.8,98.3,-1.69,1925.9842512487012
232,2008,1277,5,15.0,0.6124362985225918,0.5257380486601566,0.1790646493275794,0.3917022772419988,0.3515920622785657,0.38614064658614217,115.56063110165614,100.98263405829853,18.35949310199304,0.6885142056097149,0.7196785929578835,0.7575757575757576,21.15,115.8,94.7,63.3,0.032,8.71,108.2,99.5,0.59,1890.9448490749191
233,2008,1266,6,23.0,0.6214569755344669,0.5070657610167109,0.1610497517064415,0.37862260998813985,0.38777476796849264,0.37697947952619665,114.63269582187793,97.49877016063851,15.331935183857116,0.663779445400479,0.7109214418966467,0.71875,22.16,115.3,93.1,66.6,-0.027000000000000003,8.62,107.9,99.3,-6.37,1887.8248446526068
234,2008,1274,7,28.0,0.562817484079525,0.4938454915573116,0.1625884407069655,0.35348439083175287,0.39910544552045774,0.36874800179408523,112.48312704076824,103.62800043409729,13.521696137331713,0.6619794861929152,0.7350111450104625,0.6774193548387096,15.38,112.5,97.1,65.8,-0.003,7.78,106.7,98.9,-5.55,1739.7899350635992
235,2008,1280,8,37.0,0.621966298542016,0.5236064627142734,0.18749785322231338,0.3566431735665091,0.38407177045568136,0.38525644867294173,109.99418247170766,98.34942276465195,13.848162984381478,0.6774513563056298,0.6422558379219906,0.6875,16.77,108.2,91.5,66.6,-0.043,6.22,108.1,101.8,-1.48,1835.820364231922
236,2008,1332,9,52.0,0.5307862915751971,0.564989544011395,0.16490444462886536,0.3176132415105725,0.37653538464091235,0.3872248847600258,118.4326185445725,112.60550992652371,15.990474096835946,0.6900945906985432,0.6999636731916066,0.5806451612903226,15.66,118.8,103.1,65.8,-0.035,10.56,108.9,98.4,0.11,1794.5756865268122
237,2008,1388,10,38.0,0.6423825863192625,0.5292237135121747,0.16841781013419527,0.35757877942742305,0.40259142461488695,0.38569840751613627,115.15195445686663,96.43285068357423,15.019443254829099,0.6844658421402698,0.6633921356804195,0.8,14.66,109.2,94.6,66.4,0.03,0.11,103.4,103.3,2.34,1732.7045740687515
238,2008,1246,11,48.0,0.6013503701539423,0.5313634875058412,0.20982081057839513,0.32800257828347074,0.42052086514845877,0.3936792430758983,108.58289154131663,102.90251710194846,14.404215911280218,0.6698815097792121,0.7340892244636356,0.6,10.01,107.8,97.8,62.4,0.01,6.74,107.4,100.7,-3.13,1806.7141755697053
239,2008,1396,12,59.0,0.559583383579375,0.5455765174940133,0.1700077225594333,0.28310011530903634,0.3579800961095535,0.3710495751157039,114.46286345393196,107.85488556067513,16.607363396690218,0.6769117253405257,0.7385740117620343,0.6363636363636364,12.37,112.8,100.4,63.6,-0.018000000000000002,6.08,107.4,101.3,3.73,1716.6061807730773
240,2008,1331,13,62.0,0.597557822944482,0.505804505931516,0.16717736039196926,0.33153928447696907,0.4260275187736545,0.37432812718204067,110.08920917398908,98.61976055304926,14.761787191414532,0.6882926083721925,0.6685003428887684,0.7419354838709677,10.27,104.7,94.5,63.6,0.032,-0.01,105.4,105.4,8.75,1689.7625562961866
241,2008,1165,14,68.0,0.6095636232370861,0.5634926475241073,0.1777716122679347,0.28683207113446807,0.35059847597484045,0.37979614769974634,116.51423743122584,104.08282766290998,16.019792612427025,0.7013520390664556,0.7292351201495597,0.8076923076923077,4.41,110.1,105.7,67.9,0.086,-6.93,99.1,106.0,-3.59,1506.3752569025025
242,2008,1122,15,82.0,0.5377250558099491,0.5243182693137184,0.1634783412472,0.2952721588412237,0.45153628691982806,0.3773817678435063,113.89566082047187,107.71935142367808,15.595541854288276,0.6857925960778533,0.7180679066257385,0.7058823529411765,-0.3,104.6,104.9,65.5,0.086,-6.35,102.5,108.8,5.19,1566.5536773882025
243,2008,1426,16,178.0,0.5483456151579457,0.5265180908338314,0.2118908124542585,0.317305740094474,0.4229540418197897,0.39048419373896043,105.76695633320041,102.37465984303564,13.832778747520534,0.6970277163089686,0.6741369453934457,0.6071428571428571,-2.31,101.3,103.6,68.6,0.045,-4.81,99.5,104.3,-5.9,1414.090025572995
244,2008,1417,1,6.0,0.666014461676376,0.5276027285981572,0.15919102183188538,0.3874958756378736,0.3869104670739303,0.38637459208589847,118.94917068553434,95.97661012573339,15.612794420602189,0.74468206073612,0.7455360700583414,0.9090909090909091,29.94,118.0,88.1,64.1,0.047,10.03,109.3,99.3,-1.63,2004.7949356048498
245,2008,1181,2,4.0,0.6332807331036578,0.5426403634263386,0.15707968869419217,0.34278523614361445,0.4150916047057103,0.3871468554786629,118.81540692149393,97.87007454296523,14.743920977671195,0.6720945175143501,0.697577317856747,0.84375,26.4,116.3,89.9,71.5,-0.006,10.06,109.1,99.0,3.36,2045.05841816007
246,2008,1462,3,9.0,0.630278963108353,0.5530432991798042,0.17547954879027822,0.35572034150411114,0.42967033858683434,0.40068182595833873,120.58862512885364,100.20395714071185,16.717411159211178,0.7073718601462273,0.7545717245672177,0.8181818181818182,22.05,117.3,95.2,63.8,0.054000000000000006,6.94,108.1,101.2,3.5,1871.670547820591
247,2008,1163,4,14.0,0.6425097622455799,0.5105899608952891,0.16513658730393352,0.3883175720237496,0.5013322931541002,0.39838348956196395,116.39829569350405,103.06352450040761,15.037632672400433,0.6587246373344724,0.7111322608605918,0.75,18.9,115.2,96.3,67.1,-0.001,7.67,107.7,100.0,-1.27,1883.9690926105484
248,2008,1179,5,12.0,0.622764492771274,0.5306736437449487,0.15292809251389142,0.3664005067833076,0.35681204859049565,0.37730338927168816,120.33806955566563,101.54747619309845,16.17472219998922,0.6765398902745574,0.762591450786957,0.8666666666666667,21.46,120.0,98.5,62.9,0.011,4.89,105.5,100.6,0.11,1771.8758732848012
249,2008,1345,6,36.0,0.5802075569103037,0.4963065596542949,0.16704741057643427,0.3267232960327646,0.382748988769019,0.3630414840277323,109.16856459101263,96.50238088353801,14.85061735692917,0.6936923087543715,0.7073124149321949,0.75,18.3,110.5,92.2,66.9,-0.025,6.41,106.2,99.7,-3.61,1816.991423730256
250,2008,1452,7,39.0,0.6080517520560043,0.5138702675407016,0.1382474362066053,0.34286299439334444,0.3807525340400994,0.36579544505261574,116.78744310017633,99.85040381500323,16.156464376713043,0.6859740387770851,0.6651013095002464,0.696969696969697,21.29,114.6,93.3,63.8,-0.019,9.0,108.5,99.5,-1.98,1854.8611511926076
251,2008,1140,8,20.0,0.6247482047484405,0.5354675961110694,0.17808260371473844,0.3030052455250567,0.38431046918164324,0.37695530885537026,110.82351366754463,95.00355787914164,17.14355507895188,0.7358716280224318,0.6532707381188536,0.7941176470588235,15.76,107.4,91.7,67.8,0.027000000000000003,1.47,104.2,102.7,-4.23,1833.5551018642248
252,2008,1401,9,46.0,0.6016521280427082,0.5217153596046873,0.16515554045528738,0.3507306019527318,0.42258706302018495,0.38350920879927086,113.46423528316532,98.94148525714854,14.635234627194112,0.7256877032510376,0.6472195089304716,0.696969696969697,19.93,112.3,92.3,61.8,0.004,8.28,107.4,99.1,-5.13,1852.8181696025224
253,2008,1112,10,31.0,0.5656651891462082,0.543594863913708,0.16543206932944865,0.27490195080918084,0.4132553423832239,0.3757646544171652,114.61752935205925,107.06182292547442,17.242497959143847,0.6657654025262847,0.7290579359694886,0.5625,19.14,116.4,97.3,63.5,-0.079,12.72,110.3,97.6,8.75,1832.790190686576
254,2008,1124,11,33.0,0.5521493003403988,0.5258098767113057,0.1500626059101598,0.3161639842610847,0.3720996581686128,0.3668873477395711,116.1927434068761,107.04760289920836,12.363958360289521,0.6769554650410717,0.7371065043417111,0.6666666666666666,14.82,115.7,100.9,70.1,-0.028,7.58,106.9,99.3,-4.83,1666.6296821983085
255,2008,1443,12,50.0,0.6208704782387973,0.5369462982904714,0.17405753350300673,0.3718683548725014,0.37140050935860336,0.38837665007023103,116.49046680684002,99.09770258375507,13.367395100191183,0.6710475580106401,0.6944369285741618,0.8064516129032258,14.6,111.9,97.3,68.2,-0.021,-0.85,103.3,104.2,1.69,1738.4228589285015
256,2008,1360,13,96.0,0.5252477989828487,0.4933355071132468,0.19541809085378548,0.31614193043014294,0.37889992211509665,0.3662520999620382,103.16149597939983,100.18002467411011,14.59773180829433,0.6995350985407782,0.6563743801522042,0.6060606060606061,4.64,101.6,97.0,63.0,0.045,1.43,104.3,102.9,2.61,1607.0295308276866
257,2008,1208,14,152.0,0.4902370827597271,0.4800852941399336,0.18240741986660822,0.3759846468158523,0.33208557616871215,0.3626457384111028,105.54821025146464,104.28407789091335,12.408219058684194,0.6864268519843117,0.6821559205932238,0.5,8.08,104.3,96.2,64.7,-0.032,7.55,108.5,101.0,-4.1,1718.3898873353119
258,2008,1125,15,77.0,0.5337079563236938,0.5359439194015834,0.17559990377429663,0.3417110938180966,0.3485512041721195,0.37890244309364474,114.74258827088859,107.07925701924873,16.675859099326452,0.6971544492503097,0.6921717904344846,0.75,3.53,109.7,106.2,68.6,0.075,-5.21,100.9,106.1,0.51,1614.607440043274
390,2011,1326,1,2.0,0.6767823084315273,0.5635111981168139,0.13554716892859098,0.3372724936626707,0.39713440861413407,0.3863159315035276,125.44752640664404,98.41375608539339,16.991045472400103,0.7164228642533665,0.6919450690599694,0.9411764705882353,33.47,125.0,91.5,63.8,0.031,8.82,108.9,100.0,-4.08,2035.1462937745348
391,2011,1314,2,6.0,0.5919110276575262,0.49001440590121154,0.1576898194550158,0.36966944486198133,0.38363167958083383,0.3669068581337599,111.20378849640764,98.56830867153784,14.852740218147078,0.703983171932951,0.6566849450644826,0.7878787878787878,22.18,111.8,89.6,70.6,0.064,11.14,109.9,98.8,6.01,1957.2821482302613
392,2011,1393,3,18.0,0.6269683300595079,0.5283676040121847,0.1558904787190374,0.36819629905038004,0.37438509783760254,0.3801166857703496,116.04579992019293,99.95073652545786,17.047546369874254,0.6648656574353553,0.6534503735685109,0.7878787878787878,22.49,114.9,92.4,64.6,0.032,9.03,108.3,99.3,-2.31,1971.0722472002974
393,2011,1246,4,12.0,0.6326405478085384,0.5254525744278105,0.13645318510118631,0.352140413399124,0.3772788343529285,0.3713142338791849,120.20582019477385,100.38217351105129,13.871670136304164,0.6964933987537254,0.7221762434324002,0.7575757575757576,25.82,117.8,92.0,65.0,-0.044,9.81,108.4,98.5,4.46,1985.100099465787
394,2011,1452,5,15.0,0.5848075055748158,0.4841836479122286,0.15649172760279811,0.40228606459644434,0.4136050625647768,0.3752943633695964,114.31643453094502,106.03419749634907,16.207271726818796,0.6435505818438819,0.7002993752270283,0.6451612903225806,20.11,114.9,94.8,62.5,-0.018000000000000002,12.7,111.0,98.3,7.1,1926.3468598729896
395,2011,1462,6,21.0,0.5842443333989915,0.5148843349634519,0.15828149485224607,0.32135847474753065,0.45704394840198304,0.3783523949082459,115.09693356739547,102.42916883906277,14.585204273004202,0.7230949857411295,0.7398371180148207,0.7741935483870968,16.02,112.8,96.8,64.3,0.035,4.49,105.4,100.9,6.02,1901.2734782582227
396,2011,1449,7,47.0,0.6040831218149615,0.5360018003778766,0.14387344784902917,0.37487762900981386,0.3324580896110434,0.37521332135702723,120.39015173191551,102.00761551126618,16.428168018478814,0.6810011629338276,0.6673003012086645,0.696969696969697,21.69,117.7,96.0,69.9,-0.099,7.21,106.9,99.7,1.07,1896.1163077346268
397,2011,1206,8,27.0,0.6573547780204682,0.5369283608043055,0.14536772343262983,0.319970820424637,0.41120195778665797,0.3767877329328059,118.76983522092087,99.50134866413153,15.907447519246247,0.6880354910052804,0.6746407963421248,0.8125,18.3,114.1,95.8,64.5,0.028,2.06,105.0,103.0,0.66,1742.2380562985459
398,2011,1437,9,31.0,0.5785079020160804,0.5037054229261847,0.15505565777643646,0.35760059528433613,0.4386758775940707,0.3775675843105608,116.07083439782942,104.82119941833227,14.906591634385034,0.6949571008296852,0.748056529873161,0.65625,17.83,114.9,97.0,65.0,-0.04,9.07,108.3,99.3,-0.79,1882.9585704730603
399,2011,1208,10,39.0,0.6016950921394887,0.49616618917950317,0.1721264276625178,0.3657653880930746,0.37678805387812736,0.3711693682877648,109.71461742853745,102.17937535257087,16.32151814676255,0.6878260157403053,0.6992298664311083,0.65625,12.24,108.2,95.9,63.5,-0.003,5.83,106.2,100.4,-0.69,1727.2053088561968
400,2011,1266,11,68.0,0.572975612200364,0.5152422200741648,0.14985126757495615,0.36054911129877176,0.4587748159153387,0.3844857495704601,117.10663143469347,107.16274027715562,16.219174105331046,0.6702942391059202,0.6934869086196631,0.5882352941176471,18.14,115.5,97.3,66.2,-0.058,11.06,109.4,98.4,-5.91,1850.5375764944158
401,2011,1155,12,57.0,0.5971395432273678,0.5118432479485283,0.17560288837550714,0.34183160973845983,0.4019523175838625,0.3772971908585594,109.84069050298805,97.73734871526068,14.438917543308007,0.6795922975670982,0.6941622260758522,0.65625,18.16,109.6,91.5,63.9,-0.087,6.99,106.7,99.7,-2.81,1885.6771070953598
402,2011,1412,12,28.0,0.5840865125796122,0.5099578061101602,0.16205818105579903,0.33284539952619785,0.31054720590018253,0.3576488284982808,112.51657038898381,101.17120529467526,15.169331164308275,0.6954832109596927,0.7241516563271511,0.7333333333333333,11.64,108.8,97.2,61.8,0.025,2.16,104.3,102.1,-2.02,1760.8675232946994
403,2011,1343,13,52.0,0.5757916301229548,0.5228251282476967,0.16650495178922467,0.31119531356847224,0.3792969675197441,0.369889897088041,112.6891172642529,103.39154517190738,15.115580410318433,0.7356500862117539,0.7257043537467769,0.8,9.09,107.2,98.1,62.6,0.091,-0.72,104.0,104.7,0.33,1567.4557537004862
404,2011,1232,14,85.0,0.5247214532958858,0.4912291937072599,0.18462041734610987,0.30871948273457617,0.3978808618979912,0.3640728076510453,106.05173672488584,103.86739073933154,13.999550240592946,0.6991244882901142,0.7120189651357413,0.59375,5.45,102.8,97.4,65.0,0.051,3.4,105.8,102.4,2.76,1641.8710974568999
405,2011,1254,15,80.0,0.5868683290007091,0.5251035863760543,0.17167142422096876,0.3781021267071741,0.5172924557298397,0.4061735843065747,115.40302358833063,103.30952279265497,14.426275690660317,0.6824118061448077,0.6371480853388108,0.84375,5.43,109.6,104.2,73.3,0.053,-6.02,99.7,105.8,-5.31,1488.3577173685596
406,2011,1106,16,292.0,0.4433565966883755,0.4457268590708222,0.199484357771871,0.36466568308800157,0.4797679554156947,0.3730601630012512,97.42439613722979,102.1188381534835,12.655656757752308,0.6643334547108817,0.5837810668793044,0.46875,-13.19,92.8,106.0,63.6,0.032,-11.26,94.9,106.1,6.29,1328.257536798202
407,2011,1427,16,227.0,0.5176638147814369,0.4959569530730664,0.17287414639213117,0.30058341313015324,0.4201433032888372,0.3647394959466156,108.11107936904085,108.45339145052648,13.849471735993742,0.6714236860843573,0.7206091812960684,0.5517241379310345,-5.32,101.8,107.1,66.7,0.085,-5.71,100.3,106.1,-1.85,1463.483536388468
408,2011,1181,1,5.0,0.6653348114000668,0.5353059467454199,0.14849628318870547,0.35081038637081935,0.37584508314983867,0.37778528924198396,120.75314558356476,95.83783707022039,14.766541601122768,0.6676832934546759,0.7483119980034202,0.8823529411764706,28.42,119.7,91.3,68.6,0.017,8.43,107.3,98.9,3.48,2092.6555634948536
409,2011,1361,2,3.0,0.6426284085172188,0.5072750280122081,0.14539887093990247,0.375319937413807,0.3342353642027927,0.36445902105303907,116.50019255151115,96.7009580881368,14.656901154087107,0.7022794090366351,0.7113180952698162,0.9375,24.98,114.1,89.1,62.3,0.059,7.48,107.6,100.1,4.1,1947.5245650195482
410,2011,1163,3,23.0,0.58531157994296,0.48505064427866407,0.1449212267985652,0.38722349549159263,0.3537527199436047,0.3607581715009661,114.81729807780371,104.04209221389186,13.76870710312621,0.6535176476432107,0.7517610022797173,0.7428571428571429,23.93,115.8,91.9,64.5,0.048,12.78,110.1,97.4,-0.77,1916.2529714974494
411,2011,1400,4,14.0,0.6912147848827962,0.5050526937586612,0.14601134190345064,0.38147923749852297,0.43945523487261867,0.38073804570992453,115.86970257610577,95.31645673823482,14.172540341732986,0.7013060704444815,0.651182129421735,0.7941176470588235,25.93,115.5,89.6,65.5,-0.058,7.61,107.5,99.9,0.6,1987.0727379071295
412,2011,1112,5,16.0,0.5868509627435179,0.5464293254011461,0.16469385438893952,0.33463045662753466,0.4468006958055062,0.39369138945402615,118.79814375186047,104.28939655897508,15.34576843515683,0.7131197990344441,0.7425212061641009,0.7941176470588235,19.65,117.4,97.8,65.3,0.064,7.69,107.7,100.0,-0.36,1848.2570165869658
413,2011,1153,6,32.0,0.6081504531228625,0.49388315011928346,0.15184453662941672,0.38127992060936877,0.395402330031055,0.37108072783159957,113.02227868470062,97.77493365076032,15.525388544540936,0.6956666241941593,0.6592136037071469,0.7575757575757576,19.41,111.1,91.7,62.6,0.04,6.23,106.8,100.6,-9.35,1833.1281077601739
414,2011,1396,7,29.0,0.5931120916488823,0.5021114720170813,0.14016412268038386,0.31922137463151334,0.34960545656228464,0.35217071288757384,112.54711951004884,98.33470564591781,16.521826357709767,0.7147105416238302,0.6943751367613012,0.78125,16.84,110.5,93.7,64.2,0.014,4.04,105.5,101.5,5.83,1874.0323611845117
415,2011,1276,8,56.0,0.527458903317866,0.5227707927438532,0.14517359910725142,0.24529741405053945,0.28593607688000033,0.33735161121646207,110.66387067084395,105.95319972865798,16.029834099185305,0.7013179984734508,0.695523544122631,0.59375,17.69,112.8,95.1,61.5,-0.014,12.0,110.7,98.7,-1.19,1755.8226066913535
416,2011,1397,9,36.0,0.5388875336424388,0.4824558743957629,0.16394275001447822,0.38264559311577595,0.41427503108913144,0.3726384105484496,109.69215264609537,104.75145241699579,13.83676229094524,0.6833673649009944,0.6701403994975399,0.5757575757575758,12.41,108.0,95.6,66.1,-0.013,9.07,108.6,99.6,6.45,1838.2014196638659
417,2011,1336,10,54.0,0.5117051889335942,0.5053500674661243,0.1529545015127205,0.3245268694205903,0.32333577014786596,0.3537843917709278,111.0229917756628,109.73297334641812,14.981905445091826,0.6987963486145843,0.7423897035872121,0.5757575757575758,14.88,113.1,98.3,59.4,0.037000000000000005,12.46,110.7,98.3,-0.62,1710.626208426847
418,2011,1281,11,33.0,0.5812861718085632,0.5175089975502544,0.1480109343394833,0.3301943910708932,0.35508444248647403,0.36330787719212243,116.01629651788218,103.67576891512249,15.882494705908975,0.6314693146989004,0.7305070142652955,0.6875,15.54,113.4,97.8,70.7,-0.013,6.5,106.9,100.4,-4.76,1834.7721673068388
419,2011,1272,12,38.0,0.546441066064991,0.5016542774531206,0.18740377905796798,0.35675799948439846,0.4038664631467013,0.37944422511462517,108.63294448660267,102.88954549782844,14.907370654588487,0.6546010017853308,0.6714517805138034,0.7352941176470589,6.98,104.5,97.6,67.6,0.117,2.11,104.8,102.7,-4.74,1804.9743377139598
420,2011,1324,13,61.0,0.5816474187186487,0.561448640293113,0.16131242007863547,0.3612028625560365,0.414571510376806,0.3993338602046323,123.31724549145613,110.8678152208575,15.796524131106825,0.6844783190315307,0.707313940220304,0.7272727272727273,13.31,118.6,105.3,71.1,0.021,2.01,106.0,104.0,14.82,1722.1245345611349
421,2011,1137,14,82.0,0.5967607697896719,0.5132449409701281,0.15228612826208376,0.26138083953992497,0.3481294588178492,0.3478650951842345,112.21314223917427,100.64849986784378,16.45960889588594,0.7123552570573216,0.7766126289532668,0.7575757575757576,6.57,105.8,99.2,64.5,0.068,-3.41,102.7,106.1,1.56,1514.7594872964564
422,2011,1294,15,113.0,0.5523451508409203,0.5052603299713627,0.1870001606835631,0.3614058244051497,0.46264580179344017,0.3905322073094818,112.54181166774083,105.2594888201439,12.912821854058587,0.7175528803823357,0.766076604747467,0.6551724137931034,4.05,106.3,102.2,66.6,0.023,-2.41,102.4,104.8,2.87,1567.3819006369001
423,2011,1214,16,166.0,0.5856678351881206,0.46255149218174285,0.15466011886456155,0.29274992779188086,0.4299322512519739,0.34672544983500975,103.23405409485304,95.55970147078905,12.850602106619247,0.6432326283242775,0.6441944446998861,0.7419354838709677,-4.21,94.4,98.7,66.1,0.108,-10.7,97.4,108.1,-4.84,1415.317429489935
424,2011,1338,1,7.0,0.6498503483227858,0.5264929198928783,0.15037909988269071,0.42201271851000655,0.4475157940140713,0.39972185573193614,122.5457775591149,100.9675941262904,18.110911616053766,0.7152360427240608,0.666521720009208,0.84375,27.08,120.6,93.5,61.8,-0.023,8.17,107.6,99.4,-3.68,1995.5892558898147
425,2011,1196,2,10.0,0.6010977626949534,0.5171757722210903,0.16138439788784226,0.3801824838654243,0.3653771243447791,0.37805947378519844,115.13959022181344,101.73741428616441,14.96376940091196,0.7052530018129618,0.6542830413150597,0.7878787878787878,20.61,115.8,95.2,62.5,0.038,7.73,106.8,99.1,1.55,1909.8234288616939
426,2011,1140,3,4.0,0.6225241376971001,0.5196402600910092,0.13436725872661523,0.31084728373897685,0.3938214877099233,0.3626905986223413,119.1510143751934,100.09080150785331,14.58388702713891,0.7133307146583407,0.7618479351469093,0.8787878787878788,23.22,117.5,94.3,70.2,0.055,7.04,106.8,99.8,3.59,1948.3590900056035
427,2011,1458,4,13.0,0.6003878133073206,0.5256302677902415,0.10786535885078335,0.3384802058804554,0.295659852827482,0.3492634659290058,124.3900540709455,106.63650350903671,16.070869975903157,0.7390179245584396,0.8011327359819748,0.7419354838709677,25.84,122.3,96.5,56.9,-0.003,10.81,110.0,99.2,-3.58,1940.47479136663
428,2011,1243,5,19.0,0.5579093458404777,0.49509350275784525,0.18050464263902388,0.4112983073813566,0.43818962402086814,0.39115166684229563,110.79293979214316,101.2414112108683,14.179127988222115,0.6944098213280223,0.6508985421203809,0.6774193548387096,17.42,111.1,93.6,66.4,0.01,9.23,108.5,99.3,0.73,1880.695054443074
429,2011,1385,6,22.0,0.5485949800037081,0.4957480484153492,0.16237603165670378,0.33410454424183567,0.46274957456378357,0.3751265723132503,110.76989171253986,104.80088127603229,14.054033673875587,0.6749794309895991,0.7148191406351561,0.65625,15.87,111.2,95.3,66.0,0.047,10.98,110.0,99.0,1.69,1817.5600103305194
430,2011,1417,7,34.0,0.5806634484149179,0.5058571813716333,0.18717916997367312,0.35835046261498377,0.44303571096680516,0.3872631142100892,109.40076442180282,102.44479700813963,15.618403659417076,0.6931337182753919,0.688594714401828,0.6875,13.57,108.7,95.1,65.5,0.033,6.92,107.3,100.4,0.26,1789.7448311367111
431,2011,1139,8,37.0,0.5725553446523817,0.511924531183311,0.14734045533600157,0.3208259129590632,0.38479661883922445,0.3634896017250212,115.58538129228373,103.38876404724957,13.958212629164475,0.7253804974834839,0.7248499720391693,0.7096774193548387,16.46,112.3,95.9,63.5,0.033,6.11,106.4,100.3,6.67,1857.7629668907427
