,Seed,OrdinalRank,PIE,FG_PCT,TURNOVER_RATE,OFF_REB_PCT,FT_RATE,4FACTOR,OFF_EFF,DEF_EFF,ASSIST_RATIO,DEF_REB_PCT,FT_PCT,WINPCT,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM_SOS,OppO_SOS,OppD_SOS,AdjEM_NCSOS,Season_ELO,result,Season,WTeamID,LTeamID
236,7,6.0,0.0311431720544163,0.004388091345343126,-0.006138369480836403,-0.046580967442459764,0.09971277070679097,0.005861366285454861,1.5647407792576757,-6.4328484411763185,2.2814003578873567,0.03671830398384168,0.01510307133538158,0.047667342799188606,2.75,-3.299999999999997,-6.0,-5.299999999999997,-0.08499999999999999,-4.490000000000001,-2.700000000000003,1.7999999999999972,-8.41,-119.40787673928162,1,2006,1401,1393
237,-13,-66.0,-0.09915362842072284,0.024705428652310624,-0.023651361212817745,-0.062046560203144474,-0.047580041654726124,-0.015576987131118047,3.3593514429745,10.037660711898582,0.5067530147612977,-0.04076783079121615,0.0024065539537718728,0.0,9.170000000000002,12.199999999999989,3.0,7.099999999999994,0.03900000000000001,14.73,5.900000000000006,-8.900000000000006,-8.89,242.99034249395572,1,2006,1397,1457
238,-15,-125.0,0.13892796305466149,-0.005456912237283618,-0.023237581279517056,0.09498383840217217,-0.018168575532685527,0.008279321135739037,7.072427685763998,-7.987363048434631,0.9916261815876428,-0.008327845685477175,-0.02663173590472334,0.2225806451612904,22.810000000000002,11.599999999999994,-11.299999999999997,4.900000000000006,0.049999999999999996,14.63,7.800000000000011,-6.8999999999999915,-3.92,614.7773276201488,1,2006,1163,1107
239,-15,-154.0,0.05169072401600472,-0.000544667944094801,-0.06098402461911151,0.10102867127689302,0.033020705953864526,0.009694966816042427,18.160265988114077,1.3526824466683252,-2.6869717510415256,-9.269010495860375e-05,0.11024528083158902,0.2995689655172413,25.27,20.5,-4.700000000000003,1.0,0.062,14.34,7.200000000000003,-7.1000000000000085,-0.9500000000000002,509.38710746540505,1,2006,1437,1284
240,3,10.0,-0.01112212304455118,-0.052766556252058505,0.02034410778648732,0.10276620959977228,-0.07578141747556533,-0.006834566255582097,-9.132311240991314,-2.392999571126822,-0.16421626957730773,0.07112654605153934,-0.07141110858307298,-0.17575757575757578,-5.539999999999999,-9.600000000000009,-4.0,-2.299999999999997,-0.039,0.16999999999999993,0.20000000000000284,0.0,-5.06,-228.05684524853837,1,2006,1261,1181
241,-4,-19.0,0.1373705038055042,-0.0028791753086012672,0.05331265764902848,0.18941410283720167,0.13564859353504946,0.07040660388651432,4.1979377039235715,-11.73759143842679,-4.057667841448964,0.08881228028375299,0.007990515969374834,0.1630094043887148,6.300000000000001,1.4000000000000057,-4.8999999999999915,1.3999999999999986,0.08499999999999999,-2.579999999999999,-2.3000000000000114,0.29999999999999716,0.47,115.92960264678663,1,2006,1400,1452
242,-12,-30.0,0.08819706271363636,0.013609701401084529,-0.009628967281785389,0.06517357150033998,0.07702578853310182,0.02762522132002082,7.610466195656784,-2.8368498145468948,-1.675178453002708,-0.011966216018892473,-0.02178943756130325,0.24242424242424243,7.039999999999999,5.700000000000003,-1.4000000000000057,1.5,0.012,-3.0500000000000003,-1.5,1.5,10.040000000000001,240.03478650315583,1,2006,1272,1133
243,1,10.0,0.03445650665405253,0.030855248407818503,-0.008709144206916236,-0.034788747076861914,0.04215007431874429,0.009529575043837724,5.609648544015812,0.18695260707610828,1.6705557062715766,-0.03054929668239259,0.04959927209309689,0.0,4.880000000000003,5.200000000000003,0.4000000000000057,5.300000000000004,-0.031,0.049999999999998934,0.29999999999999716,0.20000000000000284,-10.06,107.81891326326695,1,2006,1196,1417
244,-2,2.0,-0.0012185837845078984,0.03165158417043501,0.012269357110094553,-0.02768948401874266,0.002359437815287857,0.010543991814242315,1.9090235097302468,-0.9268717706524541,0.10836735180005874,-0.0007006730544618645,0.01039380890731223,0.08484848484848495,1.3999999999999986,2.9000000000000057,1.5,-5.899999999999999,0.012,-2.379999999999999,-0.8999999999999915,1.5,-0.1499999999999999,-6.301695764308306,1,2006,1417,1261
245,-8,-7.0,0.033211418822952754,0.03130902959186743,0.01035315145735452,0.02796429180955884,0.07131657214973491,0.03140224388545765,7.365932291218556,2.808592966807481,0.6924749131147152,-0.0215211407898247,0.07452885550845811,0.051515151515151514,10.120000000000001,8.200000000000003,-1.7999999999999972,4.300000000000004,-0.028,4.239999999999999,2.4000000000000057,-1.9000000000000057,-10.620000000000001,294.03357036238754,1,2006,1196,1206
246,10,27.0,-0.047615852415543225,0.03130754813191694,0.014145539194964168,-0.12337184213113678,-0.06489635135289967,-0.018349417077654584,-5.996693029468261,-0.6647146430903064,1.6367736849656342,0.01177555489933202,-0.015670414672361743,-0.1333333333333333,-7.280000000000001,-8.099999999999994,-0.7999999999999972,-6.100000000000001,-0.06,-4.87,-2.1000000000000085,2.799999999999997,5.96,-331.1316156439905,1,2006,1206,1163
247,2,21.0,0.061815065752914955,0.0694089386968807,0.04857035262685658,-0.022652642254371247,0.0491112550660478,0.04274232344449952,0.7283437068431624,-2.6238353365198606,3.9027935927275195,0.01464965549069186,-0.006183712254200224,-0.04388714733542309,3.6900000000000013,1.6000000000000085,-2.0,1.3000000000000114,-0.091,-2.4399999999999995,-0.7000000000000028,1.7000000000000028,-11.63,40.269425833594596,1,2006,1196,1437
248,-5,-5.0,-0.011282470096495967,0.06447425348566205,-0.07679989715909308,-0.11700094890845986,-0.1313706951051127,-0.036516066942967385,13.492023814101827,13.805424481280511,5.32631978432185,-0.06544817336290609,0.02987805817937883,-0.05450500556173532,5.889999999999999,13.199999999999989,7.299999999999997,1.7999999999999972,-0.078,4.56,4.800000000000011,0.20000000000000284,-0.9299999999999999,56.52333604754563,1,2006,1452,1356
249,2,4.0,-0.05193565441919712,-0.01807677524106066,0.015158783037412443,-0.010424480971463701,0.017381775683355305,-0.0029186441788606188,-7.332683435936801,3.821666758199669,0.1557099343087831,-0.013681181258743624,-0.04121047232994479,-0.08484848484848495,-3.789999999999999,-7.700000000000003,-3.9000000000000057,3.6000000000000014,-0.031,2.8899999999999997,2.200000000000003,-0.7000000000000028,1.77,-31.954360766006403,1,2006,1261,1400
250,-3,-31.0,-0.0018909826954985887,-0.03926133696425527,-0.031037060228738256,-0.0438349043821592,-0.08178962337230278,-0.044499224225164,-1.2338852221287624,-7.7829410547816735,-4.972512508747808,0.017976617083404145,0.09208043785681652,0.08081896551724133,5.940000000000001,-1.5,-7.5,4.099999999999994,0.056,3.3599999999999994,1.3000000000000114,-2.1000000000000085,8.86,38.31821188312392,1,2006,1437,1130
251,4,2.0,0.05884943653131136,0.040896713044324406,0.007336694636942254,-0.0424410138071169,-0.010655027496975444,0.008106401990995715,0.47344582805196467,-5.837542624785826,0.3286973880844215,-0.025076290992283923,-0.0664181783143939,0.02473118279569897,2.1000000000000014,-2.0999999999999943,-4.200000000000003,0.0,-0.015,-1.92,0.5999999999999943,2.5,1.81,-30.046189544335448,1,2006,1206,1455
252,-4,-18.0,0.06573475151386243,0.0324469530498962,0.021718946775032805,-0.009566299284601842,0.08454350613691264,0.02917678397733331,3.0283379643971244,-6.037477153615754,-0.5971385852846858,-0.02070060705320176,0.06401998542895748,0.11818181818181828,6.990000000000002,1.4000000000000057,-5.5,9.100000000000009,0.015,-1.2300000000000004,-0.3999999999999915,0.7999999999999972,-6.630000000000001,212.3229931296239,1,2006,1196,1207
253,-4,-17.0,0.08155009561056448,-0.013210421915290982,-0.007191936838269214,0.015833309067083412,0.08424937162873897,0.008721914582043966,0.14409620844986648,-4.194169275181295,-0.440612932161331,-0.007136958324387099,-0.0635506463860922,0.09999999999999998,5.350000000000001,3.0,-2.4000000000000057,-2.8999999999999915,0.07,3.7700000000000005,1.9000000000000057,-1.8999999999999915,3.76,132.03126259887517,1,2006,1163,1449
254,1,9.0,-0.03385589012718393,0.03408258902858208,0.021850813689243853,-0.033295239617671335,-0.027613733802572926,0.008294631039823586,-0.4992023040286995,4.550717966131344,0.9386224746685254,0.02245159582790457,0.013156298737016403,-0.09090909090909083,-0.14000000000000057,-0.5,-0.29999999999999716,-9.199999999999996,0.027,4.41,3.5,-0.9000000000000057,-6.220000000000001,-15.043076418543706,1,2006,1417,1272
255,-1,3.0,0.04594550288823751,0.016635857769563223,0.03487141594744367,0.005132768776629049,-0.06802559221053733,0.006194912018431475,-6.388132962415455,-11.137890288797479,1.2642811335213668,0.04089823472343734,-0.08664639125842422,-0.08181818181818179,7.759999999999998,-6.3999999999999915,-14.200000000000003,-4.699999999999996,-0.016000000000000004,3.920000000000001,3.0,-0.9000000000000057,-6.380000000000001,-73.72945886745151,1,2006,1417,1211
384,8,31.0,-0.09308461645471733,-0.009352417452080208,0.007842449336798146,0.0582154423514743,-0.03421744817282979,0.004730116597737866,0.22906991919032293,9.285704199244236,0.27637708821726825,-0.02248896850893689,-0.03496234376462193,-0.24545454545454548,-7.780000000000001,0.7000000000000028,8.5,8.600000000000001,-0.092,1.7400000000000002,0.9000000000000057,-0.8999999999999915,-2.54,-214.07295368530708,0,2008,1458,1243
385,-5,-35.0,0.025228981047653587,0.028770095885636948,0.01883225248758688,-7.775824972999779e-05,0.03433907066561093,0.021351410426047157,2.0279638213175986,-1.9803292720380057,-1.412543399041848,-0.01387952126273495,0.03247600835650066,0.14678030303030298,5.109999999999999,1.7000000000000028,-3.3999999999999915,7.700000000000003,0.013,1.0600000000000005,0.5999999999999943,-0.5,5.34,190.19726696746238,0,2008,1452,1181
386,1,-2.0,-0.036195816861493646,-0.01359784533045083,0.0017625758248165646,0.078616654643413,-0.04264305185513828,0.004328378974435554,1.2655345433083198,3.8235203103873374,1.584143654256625,-0.011406819638596244,0.0001341483847777658,0.024193548387096753,-5.25,-0.5,4.799999999999997,11.200000000000003,0.046,-2.1100000000000003,-1.5,0.5999999999999943,-0.5099999999999998,35.778075816063165,0,2008,1450,1323
387,8,40.0,-0.06436233363366783,-0.005887368993469866,0.005964518623401999,-0.036765273685141764,0.03567659594625466,-0.0028653832866276097,-5.484935402369018,2.9648751314151554,-0.9775597934080764,-0.01899435748508238,-0.0983165611278698,-0.21212121212121204,-10.010000000000002,-5.700000000000003,4.200000000000003,-2.299999999999997,-0.043,-1.75,-1.8999999999999915,-0.20000000000000284,-3.5,-151.9767660023274,0,2008,1417,1401
388,3,7.0,-0.03109635240988129,0.00899870918525253,0.0030183370038257273,-0.01083093223592052,-0.03297446352586675,-0.0027582880510065855,0.2713891221609117,-0.43692092799817317,-0.07929505565030048,-0.052697819934569345,0.003419586090779525,-0.06912878787878785,-0.5899999999999999,1.7000000000000028,2.1999999999999886,3.1999999999999957,-0.067,-0.7000000000000011,-1.1999999999999886,-0.4000000000000057,-0.04999999999999982,31.68770299355333,0,2008,1390,1266
389,-7,-38.0,0.0018940145324767288,-0.006272654545522616,-0.021129440989115317,-0.005467848089193816,-0.014588460768107714,-0.011073260798542872,3.847602748825608,2.4497736093433815,2.8073270997980355,0.005492332263917321,0.06815452221279517,0.06021505376344094,6.860000000000001,8.099999999999994,1.2000000000000028,-5.300000000000004,0.032,5.739999999999999,2.200000000000003,-3.6000000000000085,-1.5799999999999998,33.45301435629972,0,2008,1443,1179
390,7,21.0,-0.11825208952472366,-0.07140819029273615,-0.019113126657793994,-0.08821937465267998,-0.05213527584528915,-0.05880572408887247,-13.067741571062342,5.333523800673632,-2.5913365843101133,-0.027582594071678623,0.04385134343908659,-0.12784090909090906,-21.5,-10.700000000000003,10.799999999999997,-2.8999999999999986,0.069,-6.470000000000001,-4.900000000000006,1.6000000000000085,0.5499999999999999,-261.7923251495399,0,2008,1242,1424
391,-7,-34.0,0.04515697586073597,0.03480605031132711,-0.005587514465281551,0.03767998242259901,-0.07115266215286797,0.009388638669800109,4.8739649136490755,-5.1454781345720875,1.0439810535656022,-0.04705585269037693,-0.09620575372830564,0.09375,7.82,4.799999999999997,-3.0999999999999943,-0.09999999999999432,-0.081,0.3899999999999988,0.3999999999999915,0.0,2.71,24.8422637360934,0,2008,1437,1155
392,13,77.0,-0.08595427815015344,0.008996557570454367,0.044508813287141694,-0.05832721973320942,0.11771167171148872,0.02071713316004864,-6.046961814886714,4.182571393679055,1.6432535195258797,0.02119457604734698,0.025117830153987053,-0.11229946524064172,-25.39,-16.0,9.400000000000006,1.6000000000000014,0.041999999999999996,-16.72,-5.900000000000006,10.799999999999997,5.15,-401.90804580582176,0,2008,1400,1122
393,13,90.0,-0.041875615208698425,0.0006669172429545345,0.04535964132909148,-0.042863727375828276,0.06655354067863117,0.013016962856083558,-7.048334061438581,3.318478346174274,-2.3288680166262132,0.04406520705840866,0.08033233462764122,-0.21875,-20.5,-8.299999999999997,12.299999999999997,-10.300000000000004,-0.065,-13.81,-9.5,4.299999999999997,-9.809999999999999,-490.0028494116482,0,2008,1397,1110
394,-9,-68.0,-0.0019895100090978612,0.03758837973266915,0.0371244815005351,-0.013732618179256695,0.03376810904101957,0.02663516498850288,1.4361493905103089,1.523032776316981,2.658347665872368,0.04006664124034631,0.07040827044338827,0.10037878787878785,4.66,3.700000000000003,-1.1000000000000085,0.6000000000000085,0.074,6.61,3.3000000000000114,-3.299999999999997,-5.39,242.5962015519724,0,2008,1373,1435
395,-9,-82.0,0.1172619632627312,0.017254453782042267,-0.030281503549851957,0.07217564159360668,0.12243237103900356,0.03213138959992573,13.236799714104222,2.883499826297495,0.43990086410610196,-0.040810461206305826,0.05475788070838761,0.14393939393939392,14.259999999999998,13.600000000000009,-0.7000000000000028,4.099999999999994,-0.046,6.24,3.4000000000000057,-2.9000000000000057,-3.88,276.9395617828618,0,2008,1360,1163
396,-1,11.0,-0.02403545974515897,-0.012060356230949143,-0.02842270709835823,0.011407662464089585,0.020846298034028432,-0.006521342069046976,1.9466087365313598,2.775299659739261,-2.055148832091831,-0.023479348750748086,-0.05072497716406055,-0.014718614718614687,-1.2399999999999984,0.7000000000000028,1.8999999999999915,0.6000000000000014,-0.0049999999999999975,0.8099999999999987,-0.4000000000000057,-1.2000000000000028,-2.28,35.03940217378204,0,2008,1277,1338
397,3,27.0,-0.050071406198049284,-0.05673673952550934,-0.008432138213843948,-0.028997045471346516,-0.04692134981781532,-0.03764034193060645,-11.42006053784101,-3.7015762571738406,-1.8667938022820074,-0.013679551391855838,-0.047259309635022784,-0.06818181818181823,-3.75,-6.799999999999997,-3.0,3.1000000000000085,-0.07900000000000001,-0.5300000000000002,-1.8999999999999915,-1.5,-7.109999999999999,-54.67912409033511,0,2008,1462,1345
398,5,23.0,-0.06086184988057752,-0.02147622018595241,0.04361891274690717,-0.00011498774268026146,0.0652808303121184,0.012083367110627574,-7.459495594590351,0.09122040409826582,-0.4305921974306841,-0.0026185338375910305,0.042061068538711055,-0.1407624633431086,-9.709999999999999,-8.099999999999994,1.5999999999999943,1.8999999999999986,-0.047,-2.589999999999999,-1.7000000000000028,0.9000000000000057,-5.59,-228.67178813042506,0,2008,1400,1274
399,3,13.0,-0.06042536962243328,-0.01863210306986085,-0.0013235119404295115,0.008149473398042895,0.021038091607830822,-0.002998110792268638,-2.5729823989643563,6.428193185529466,-1.7656260684077196,0.00764271568060626,0.023476372147849034,-0.08333333333333337,-10.94,-3.5999999999999943,7.3999999999999915,-2.1999999999999957,0.134,0.10999999999999943,-0.10000000000000853,-0.09999999999999432,-1.34,-152.6025858540304,0,2008,1257,1328
400,7,34.0,-0.07151015357219404,-0.007530152801916601,0.04312944482169076,-0.015975465883537654,-0.011002216339176307,0.002924874457072013,-8.150044366259223,8.59525984637294,-1.9168243566692365,-0.03664175811858905,0.04546396402926822,-0.28308823529411764,-14.740000000000002,-9.799999999999997,5.0,-1.5,-0.05499999999999999,0.3899999999999997,1.0999999999999943,0.7000000000000028,-6.93,-185.04555607424845,0,2008,1272,1280
401,8,41.0,-0.06029598407950376,-0.00935690029295877,0.02870305524224398,-0.04970251265842063,-0.029662575929483792,-0.010956885227729252,-9.931021905923345,1.6869560896917193,-0.3138190328196817,-0.02995495292733985,-0.07954437327314556,-0.27450980392156865,-15.03,-10.699999999999989,4.299999999999997,-6.0,-0.042,-2.9899999999999993,0.4000000000000057,3.4000000000000057,-2.11,-300.6781165318532,0,2008,1314,1116
402,5,17.0,0.03198614054001303,0.013273480866713983,0.0020773996109193227,-0.07043948384068605,0.001445919185117217,-0.008042266640954365,-0.45523133650802095,-2.8108559478206985,-0.93330606250451,0.03233196625076795,0.06978208044209533,0.03125,-2.200000000000003,0.0,2.200000000000003,-11.200000000000003,-0.108,-6.79,-5.1000000000000085,1.7000000000000028,-2.21,-131.61018776156152,0,2008,1397,1139
403,1,22.0,0.051862579617189875,0.021201803783351902,-0.037196356530075664,-0.050737287994890246,-0.019736033654922214,-0.013926230266394446,3.3429880102640652,-0.4892374989608044,0.9073238305065772,-0.059761992378138395,-0.03825713531637509,0.0625,-6.220000000000001,-0.6000000000000085,5.700000000000003,-0.5,-0.0010000000000000009,-10.55,-4.800000000000011,5.700000000000003,6.09,-261.1994622508221,0,2008,1437,1373
404,1,46.0,-0.09562267925594858,-0.04361079117722455,0.02136055735077874,-0.05572642444235848,0.0074994127564932955,-0.02212455010819281,-13.328970827440187,1.0823220903550492,1.230336708103147,0.028487540530138133,-0.038062548421957665,-0.20039100684261968,-9.96,-10.300000000000011,-0.29999999999999716,-5.200000000000003,0.066,2.28,1.0,-1.2999999999999972,0.9199999999999999,-131.39332810081487,0,2008,1443,1360
405,-1,-10.0,-0.048156212979544866,0.007100994027181007,-0.022658116430079173,0.03546874646802056,0.00024350813513479563,0.004306144017227009,6.934189858514102,7.025269056201992,1.11215859127363,-0.041061887837757105,0.008241400655708775,0.125,-3.2399999999999984,3.1000000000000085,6.299999999999997,5.400000000000006,0.167,0.2400000000000002,1.0,0.7999999999999972,6.85,14.3944422900081,0,2008,1257,1397
406,3,19.0,0.0036080867959168428,0.018058890248682347,-0.005782304883871575,-0.14053169683222777,0.0036200943363141613,-0.021785345337493323,-3.7359938865091777,-0.1804269781804635,1.545834121135842,-0.009198608451307155,-0.01594247314327013,-0.19117647058823528,-5.899999999999999,-7.0,-1.1000000000000085,-14.200000000000003,-0.054000000000000006,-1.1899999999999995,1.0,2.200000000000003,-8.01,-267.56577416951745,0,2008,1314,1450
407,11,44.0,-0.04514398343757875,0.009343569692314202,0.014866511671121352,-0.01562752076537216,-0.015509957715326927,0.0020020579843325614,-2.4587038786943225,3.1210924580216783,-2.245399320411005,-0.07363450272547989,-0.0510991414841796,-0.1026392961876833,-15.340000000000002,-6.099999999999994,9.200000000000003,4.1000000000000085,-0.068,-10.879999999999999,-6.0,4.900000000000006,3.32,-266.37207667634834,0,2008,1417,1443
408,4,30.0,-0.022227211052348705,-0.03917303163910257,-0.03723211258367293,-0.012857347110766693,-0.048917804546734944,-0.03488638090572299,-3.801182028677303,-0.3535533257086172,-0.5609467824981351,-0.021397821369142256,-0.08947041506697129,-0.12121212121212122,-0.7600000000000016,-2.700000000000003,-1.9000000000000057,0.0,-0.07300000000000001,2.0599999999999996,0.4000000000000057,-1.7000000000000028,-5.48,-16.80939662798346,0,2008,1462,1452
409,-7,-28.0,0.059259387790702944,-0.037033518596415016,0.010137164072907129,0.03567705911521829,0.15558202406996768,0.018193599013199557,-4.473154146900171,-5.6872183117620665,-2.539465632703296,-0.007394114769411209,-0.01722236276204603,0.07233626588465303,3.0700000000000003,-3.5,-6.6000000000000085,-5.100000000000001,0.079,3.9899999999999998,1.8999999999999915,-2.0,-15.12,199.7892726936259,0,2008,1172,1458
410,5,31.0,-0.0029230693622153137,0.04576949313631962,2.3898993187804196e-05,-0.012287746308191183,0.013411090918333701,0.017867886378936826,8.258007126195025,5.29753369287323,2.6189976732909663,-0.043598141723666606,0.06151641540572084,-0.030303030303030276,-0.15000000000000036,5.599999999999994,5.700000000000003,0.8999999999999986,-0.14600000000000002,-3.6399999999999997,-1.3999999999999915,2.1999999999999886,1.8900000000000001,-42.120247242186224,0,2008,1328,1386
411,11,48.0,-0.18325917726924457,-0.07247219633468449,0.013288064969113667,-0.011804926001151073,0.004477294848508062,-0.027356253264549435,-12.798974447364074,11.66557329352463,-4.275157463977925,-0.02219673756264362,0.003058720895729894,-0.28409090909090906,-21.0,-11.700000000000003,9.299999999999997,1.2999999999999972,0.025000000000000005,-0.4299999999999997,-0.29999999999999716,0.20000000000000284,-0.99,-215.6417623819682,0,2008,1242,1437
412,-8,-34.0,0.013353564077739022,0.016833597270102252,0.029527666030600058,-0.0027292578427362546,0.09174772893043998,0.02733166318670971,-2.4611051468557577,0.07570550641410989,0.3729407908820903,-0.04496645183687298,-0.07302305038552792,0.037298387096774244,1.9499999999999993,-1.7999999999999972,-3.700000000000003,-5.700000000000003,0.065,5.120000000000001,3.0,-2.0,-17.65,191.79319480721438,0,2008,1172,1207
413,15,165.0,-0.09349651270862136,-0.022039610025364254,0.026432478470603954,-0.12433635011270983,-0.0017233372162679395,-0.027333494997476837,-15.188511130390694,2.444092299736951,-1.1762953967523355,-0.045891523861547934,-0.06595443558429259,-0.3786764705882353,-31.54,-22.799999999999997,8.699999999999989,-6.400000000000006,-0.036000000000000004,-15.53,-6.400000000000006,9.100000000000009,-1.55,-730.4629742411184,0,2008,1314,1291
414,-1,-26.0,0.023096076705732327,0.013752236506382132,0.01292706325945106,-0.047725356427675114,-0.038276593838541706,-0.0065538999439005985,-2.6407216156206914,-3.937927378006904,2.5083204517577684,0.010183924771394182,0.006051229188381968,0.09714795008912647,-4.17,-4.8999999999999915,-0.5999999999999943,6.0,0.023000000000000003,-6.81,-3.200000000000003,3.6000000000000085,0.8999999999999995,-19.26306773829765,0,2008,1401,1140
415,3,10.0,0.07956510223973745,0.035378221954863065,0.00582936942722978,0.004094388595670184,0.0034859790944292146,0.016950405722051032,2.668827416098395,-7.195149750523058,1.4977471174973864,0.022486355947354597,-0.07161900933004295,0.12258064516129041,-0.7200000000000006,-3.299999999999997,-2.5,0.6000000000000085,0.033,-7.67,-3.299999999999997,4.3999999999999915,7.89,-7.085360994847633,0,2008,1274,1388
416,5,12.0,0.003954826067566142,-0.04063289426847333,-0.025545910445540665,0.1122203406842936,-0.0019468396669048427,-0.00048759313195145815,4.925885340300539,0.3251086106331087,0.9578703440474285,0.0290856600051691,-0.0043032179686782746,-0.022916666666666696,0.22999999999999687,3.700000000000003,3.3999999999999915,4.5,-0.044000000000000004,-2.09,-1.7000000000000028,0.4000000000000057,-3.13,-32.332639349076544,1,2008,1243,1425
417,-5,-25.0,0.020106605380524556,-0.02429772648913031,-0.048771058871953626,0.05062003170466911,-0.03274609717996613,-0.01669976354970165,6.049804280561304,-5.403746941309947,0.9277192725768977,-0.006102064378733174,-0.023167782566988815,0.11875000000000002,12.15,7.5,-4.700000000000003,4.199999999999996,-0.037000000000000005,1.879999999999999,0.5,-1.4000000000000057,-3.24,81.1106690829015,1,2008,1266,1246
418,-7,-44.0,0.05285291494321687,-0.01983846883385665,0.009056926768146095,0.10860216193296246,-0.006388033830987794,0.015091071470438255,1.097767647724183,-6.872251502376599,1.7521297053028206,0.011602480269189197,-0.0188954188041508,0.12121212121212122,8.78,3.0,-5.700000000000003,-0.30000000000000426,0.05,2.630000000000001,0.7999999999999972,-1.7999999999999972,-3.14,174.33866830184184,1,2008,1277,1396
419,-7,-45.0,0.016304148122477713,0.0015413856332946452,-0.00891614070722263,0.038337342126431695,-0.0483621765220989,-0.0011993389765163065,3.7103682105727955,0.8410427685662114,3.200799979779683,-0.033079910627522136,0.02152759201061427,0.07722385141739974,9.39,3.8999999999999915,-5.400000000000006,7.899999999999999,0.052000000000000005,7.45,4.900000000000006,-2.6000000000000085,-9.299999999999999,204.487783892263,1,2008,1323,1206
420,-9,-36.0,-0.009156984167049131,0.00787318649769142,-0.01653541816274809,0.07157065522911932,-0.05358915846106038,0.00529117733505452,7.418030664198426,5.13817316498853,1.5425570784866753,-0.023257751513225733,0.0004532729050545914,0.0009216589861751334,9.64,11.799999999999997,2.0999999999999943,0.29999999999999716,-0.0049999999999999975,9.53,2.3999999999999915,-7.1000000000000085,-10.44,236.22169495251455,1,2008,1338,1331
421,-5,3.0,0.028058256569904905,-0.02950331705701087,0.016984804666274472,0.010559311771679902,0.010649330600406237,-0.003845863711838815,-7.024178815863479,-10.545222015670348,2.4866589966396493,0.016736843713299754,-0.029794089409516222,0.08333333333333337,3.4800000000000004,-5.200000000000003,-8.700000000000003,-3.1999999999999886,0.002999999999999999,-1.17,-0.7000000000000028,0.4000000000000057,1.2200000000000002,150.36174153194747,1,2008,1345,1124
422,0,100.0,-0.12358997920499182,-0.07238026500548633,0.010749380053670682,0.02001446763914949,-0.02977726383385071,-0.02672845703602461,-10.873788342961234,4.946042348052188,-3.063007839509133,-0.04587125383037671,0.024418763852181447,-0.15073529411764708,-13.09,-6.8999999999999915,6.200000000000003,-3.1999999999999957,0.051000000000000004,-2.0300000000000002,-3.5,-1.4000000000000057,7.92,-112.841616446241,0,2008,1291,1164
423,13,73.0,-0.09957277677996401,-0.0066964440247552215,0.018520215080104457,-0.001074142325517835,-0.06654040053359084,-0.008244412385018163,-4.072818650605342,9.209182476283502,1.9319381216552571,0.02505993173595955,-0.005405527422262413,-0.09375,-22.869999999999997,-6.599999999999994,16.299999999999997,-2.9000000000000057,0.081,-15.27,-8.199999999999989,7.099999999999994,-2.8499999999999996,-430.450978116796,0,2008,1181,1125
424,15,87.0,-0.15418838566933568,-0.009095797854437704,0.027423403986349487,-0.04458642213375641,-0.00752091343886907,-0.00682788958776942,-9.048280118592444,11.845576918728426,-1.784774097454882,-0.01645881975024932,-0.05257634028826996,-0.2090909090909091,-29.810000000000002,-12.300000000000011,17.5,-0.5,0.05,-13.07,-6.5,6.6000000000000085,5.36,-482.6424534695807,0,2008,1242,1340
425,-5,-12.0,-0.003954826067566142,0.04063289426847333,0.025545910445540665,-0.1122203406842936,0.0019468396669048427,0.00048759313195145815,-4.925885340300539,-0.3251086106331087,-0.9578703440474285,-0.0290856600051691,0.0043032179686782746,0.022916666666666696,-0.22999999999999687,-3.700000000000003,-3.3999999999999915,-4.5,0.044000000000000004,2.09,1.7000000000000028,-0.4000000000000057,3.13,32.332639349076544,0,2008,1243,1425
426,5,25.0,-0.020106605380524556,0.02429772648913031,0.048771058871953626,-0.05062003170466911,0.03274609717996613,0.01669976354970165,-6.049804280561304,5.403746941309947,-0.9277192725768977,0.006102064378733174,0.023167782566988815,-0.11875000000000002,-12.15,-7.5,4.700000000000003,-4.199999999999996,0.037000000000000005,-1.879999999999999,-0.5,1.4000000000000057,3.24,-81.1106690829015,0,2008,1266,1246
427,7,44.0,-0.05285291494321687,0.01983846883385665,-0.009056926768146095,-0.10860216193296246,0.006388033830987794,-0.015091071470438255,-1.097767647724183,6.872251502376599,-1.7521297053028206,-0.011602480269189197,0.0188954188041508,-0.12121212121212122,-8.78,-3.0,5.700000000000003,0.30000000000000426,-0.05,-2.630000000000001,-0.7999999999999972,1.7999999999999972,3.14,-174.33866830184184,0,2008,1277,1396
428,7,45.0,-0.016304148122477713,-0.0015413856332946452,0.00891614070722263,-0.038337342126431695,0.0483621765220989,0.0011993389765163065,-3.7103682105727955,-0.8410427685662114,-3.200799979779683,0.033079910627522136,-0.02152759201061427,-0.07722385141739974,-9.39,-3.8999999999999915,5.400000000000006,-7.899999999999999,-0.052000000000000005,-7.45,-4.900000000000006,2.6000000000000085,9.299999999999999,-204.487783892263,0,2008,1323,1206
